Program Link,_id,University Name,Program Title,Area of Study,Target Group,Focus,combined_text,embedding
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/munich-university-of-technology-ai-in-society-w70184/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w70184&hec-offset=42,6784dd6b1796e275dc3e0a26,Munich University of Technology,AI in Society,Political Science,Unknown,Unknown,AI in Society | Political Science | Unknown | Unknown,"[ 0.00349471 -0.02857303  0.00912304 ... -0.02884056 -0.01827282
 -0.00262187]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-stuttgart-air-quality-control-solid-waste-and-waste-water-process-engineering-waste-w6828/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w6828&hec-offset=43,6784dd6b1796e275dc3e0a27,University of Stuttgart,"Air Quality Control, Solid Waste and Waste Water Process Engineering (WASTE)","Hydraulic Engineering, Environmental Protection Technology",German and international students.,Environmental Protection Engineering,"Air Quality Control, Solid Waste and Waste Water Process Engineering (WASTE) | Hydraulic Engineering, Environmental Protection Technology | Environmental Protection Engineering | German and international students.","[ 0.01717601  0.00043181  0.01951216 ... -0.00026838 -0.0206006
 -0.0221536 ]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-universitaet-dresden-air-transport-and-logistics-w58774/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w58774&hec-offset=44,6784dd6b1796e275dc3e0a28,Technische Universität Dresden,Air Transport and Logistics,"Communications Technology, Traffic Engineering, Aeronautical Engineering, Logistics, Transport, Transport Management","A first professionally qualifying degree in Germany or a degree from a state or state-recognised vocational academy in an engineering-science field (civil engineering, industrial engineering, transport engineering, mechanical engineering, electrical engineering or computer science), in a natural sciences field (physics, geography or geodesy), in transport or another university degree in a course of study with comparable previous knowledge.","Air Traffic, Aerodrome Operations, Use of Airspace, Air Traffic Management, Communication, Navigation, Mobility, Freight Transport, Logistics, Aircraft and helicopters","Air Transport and Logistics | Communications Technology, Traffic Engineering, Aeronautical Engineering, Logistics, Transport, Transport Management | Air Traffic, Aerodrome Operations, Use of Airspace, Air Traffic Management, Communication, Navigation, Mobility, Freight Transport, Logistics, Aircraft and helicopters | A first professionally qualifying degree in Germany or a degree from a state or state-recognised vocational academy in an engineering-science field (civil engineering, industrial engineering, transport engineering, mechanical engineering, electrical engineering or computer science), in a natural sciences field (physics, geography or geodesy), in transport or another university degree in a course of study with comparable previous knowledge.","[ 0.01472234 -0.01574218  0.01172165 ... -0.00843331  0.00083516
  0.00455987]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ludwig-maximilians-university-munich-american-history-culture-and-society-w40154/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w40154&hec-offset=45,6784dd6b1796e275dc3e0a29,Ludwig Maximilians University Munich,"American History, Culture and Society",North American Studies,Unknown,Unknown,"American History, Culture and Society | North American Studies | Unknown | Unknown","[ 0.00991457 -0.01547672  0.02082848 ... -0.00923738 -0.00760029
 -0.00575939]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/frankfurt-university-american-studies-w42222/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w42222&hec-offset=46,6784dd6b1796e275dc3e0a2a,Frankfurt University,American Studies,"English Studies, American Studies",Unknown,"American Literature, American Culture, American History, Media Studies and Cultural Theory, American Social and Cultural History, Academic Training, Language Practice","American Studies | English Studies, American Studies | American Literature, American Culture, American History, Media Studies and Cultural Theory, American Social and Cultural History, Academic Training, Language Practice | Unknown","[ 0.007104   -0.01560018  0.01371359 ... -0.01561319  0.00877592
 -0.01332326]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/humboldt-university-berlin-american-studies-w16925/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w16925&hec-offset=47,6784dd6c1796e275dc3e0a2b,Humboldt University Berlin,American Studies,"English Studies, American Studies","American studies specialists,
Philologists","Media, Culture, Literature, New Media, Society, Language skills","American Studies | English Studies, American Studies | Media, Culture, Literature, New Media, Society, Language skills | American studies specialists,
Philologists","[-0.00713006  0.00148704  0.00438946 ... -0.01746769  0.00899792
 -0.01347433]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-leipzig-american-studies-w18020/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w18020&hec-offset=48,6784dd6c1796e275dc3e0a2c,University of Leipzig,American Studies,North American Studies,Unknown,"Popular Culture, Transatlantic Relations, ethnic and minority studies, consumer culture, the fantastic, African American Literature, gender studies, Narrativity, interdisciplinarity","American Studies | North American Studies | Popular Culture, Transatlantic Relations, ethnic and minority studies, consumer culture, the fantastic, African American Literature, gender studies, Narrativity, interdisciplinarity | Unknown","[-0.00321461 -0.01765655  0.02024268 ... -0.0189693   0.00422051
 -0.01818165]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/mainz-university-american-studies-w26737/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w26737&hec-offset=49,6784dd6c1796e275dc3e0a2d,Mainz University,American Studies,"American Studies, Cultural Studies","Building on a first professionally qualifying B.A. degree (American Studies), the consecutive Master's course in American Studies leads to a further professionally qualifying degree. The Master's course provides in-depth academic specialist knowledge in American Studies, British Studies and Anglophone Languages and the skills to develop scientific principles autonomously and apply scientific methods and findings. It offers career prospects in the following areas: schools, universities, adult education, vocational training, media, publishing, libraries, museums, press and public relations, advertising, information and communication technology, editorial offices","Literary Studies, Cultural and Literary Studies, Inter-disciplinary Studies, Research workshop, Early American Studies, New North American Studies, History","American Studies | American Studies, Cultural Studies | Literary Studies, Cultural and Literary Studies, Inter-disciplinary Studies, Research workshop, Early American Studies, New North American Studies, History | Building on a first professionally qualifying B.A. degree (American Studies), the consecutive Master's course in American Studies leads to a further professionally qualifying degree. The Master's course provides in-depth academic specialist knowledge in American Studies, British Studies and Anglophone Languages and the skills to develop scientific principles autonomously and apply scientific methods and findings. It offers career prospects in the following areas: schools, universities, adult education, vocational training, media, publishing, libraries, museums, press and public relations, advertising, information and communication technology, editorial offices","[ 0.00356437 -0.0136569   0.0019764  ... -0.01941474 -0.00684151
 -0.00736376]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/heidelberg-university-american-studies-w7615/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w7615&hec-offset=50,6784dd6c1796e275dc3e0a2e,Heidelberg University,American Studies,American Studies,Unknown,"Cultural studies, Economics, History, Law","American Studies | American Studies | Cultural studies, Economics, History, Law | Unknown","[ 0.00560461 -0.01277546  0.01474653 ... -0.00566766  0.00554156
 -0.00283217]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/eberhard-karls-university-tuebingen-american-studies-w7669/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w7669&hec-offset=51,6784dd6c1796e275dc3e0a2f,Eberhard Karls University Tübingen,American Studies,"American Studies, Media Studies, General Linguistic Science","The wide variety of courses in this Masters program ranges from those on Americas colonial past and early literary culture to those covering contemporary themes in race, class, gender, religious, ethnic, and regional studies.
We pride ourselves on offering students an interdisciplinary curriculum which emphasizes student autonomy, and academic collaboration and exchange.
The program consists of four core aspects:
American Literature and Culture
- Interdisciplinary Profile
- Research
- Practice
Within this structure, students are exposed to the fundamental theoretical framework of American Studies while completing collaborative and independent research projects.
Each year, our department welcomes a number of esteemed guest professors from international universities. Teaching lectures and seminars, our guests bring new and innovative research and perspectives to students of American Studies.
All students of American Studies are encouraged to spend time in an English-speaking country. This is an invaluable opportunity for students to work with experienced professionals in a different academic environment.",Unknown,"American Studies | American Studies, Media Studies, General Linguistic Science | Unknown | The wide variety of courses in this Masters program ranges from those on Americas colonial past and early literary culture to those covering contemporary themes in race, class, gender, religious, ethnic, and regional studies.
We pride ourselves on offering students an interdisciplinary curriculum which emphasizes student autonomy, and academic collaboration and exchange.
The program consists of four core aspects:
American Literature and Culture
- Interdisciplinary Profile
- Research
- Practice
Within this structure, students are exposed to the fundamental theoretical framework of American Studies while completing collaborative and independent research projects.
Each year, our department welcomes a number of esteemed guest professors from international universities. Teaching lectures and seminars, our guests bring new and innovative research and perspectives to students of American Studies.
All students of American Studies are encouraged to spend time in an English-speaking country. This is an invaluable opportunity for students to work with experienced professionals in a different academic environment.","[ 0.01018952 -0.00400303 -0.00063602 ... -0.0285836  -0.01650173
 -0.01512549]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/saarland-university-american-studies-british-studies-english-linguistics-w58647/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w58647&hec-offset=52,6784dd6c1796e275dc3e0a30,Saarland University,American Studies / British Studies / English Linguistics,"English Studies, American Studies",Unknown,"British Literary and Cultural Studies, English Linguistics, North American Literary and Cultural Studies","American Studies / British Studies / English Linguistics | English Studies, American Studies | British Literary and Cultural Studies, English Linguistics, North American Literary and Cultural Studies | Unknown","[ 0.00599421 -0.00597155  0.0095739  ... -0.0088748   0.00332724
 -0.01580762]"
https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/mainz-university-american-studiestudes-anglophone-germanfrench-course-w44737/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=3&hec-id=w44737&hec-offset=53,6784dd6c1796e275dc3e0a31,Mainz University,American Studies/Études anglophone (German/French course),"American Studies, Intercultural Studies","The aim of the integrated courses Mainz-Dijon is the acquisition of two degrees, both nationally recognised after successful completion of a relevant degree course. The German university awards the Master of Arts (MA)\; the French University of the Master Recherche (Master's in Research).In addition to the binational specialist training in two educational systems, the acquisition of intercultural competencies is an important component of the course. Compared to regular courses of study, the integrated courses not only offer a double degree, but also educate students for the international labour market without extending the time they spend studying.","Interculturality and Interdisciplinarity, Early American Studies, Cultural Studies, Modern American Literature and Media, Book Trade, Didactics of Language, Intercultural Communication","American Studies/Études anglophone (German/French course) | American Studies, Intercultural Studies | Interculturality and Interdisciplinarity, Early American Studies, Cultural Studies, Modern American Literature and Media, Book Trade, Didactics of Language, Intercultural Communication | The aim of the integrated courses Mainz-Dijon is the acquisition of two degrees, both nationally recognised after successful completion of a relevant degree course. The German university awards the Master of Arts (MA)\; the French University of the Master Recherche (Master's in Research).In addition to the binational specialist training in two educational systems, the acquisition of intercultural competencies is an important component of the course. Compared to regular courses of study, the integrated courses not only offer a double degree, but also educate students for the international labour market without extending the time they spend studying.","[-0.00513871  0.00347082  0.01472061 ... -0.02137865 -0.00877835
 -0.02922514]"
